"","ID_W","idind","ID_I","origsm","OCCUP08","diplom","H5","H6","age","J1_1_1","J1_1_2","J1_1_3","J1_1_6","J1_1_7","J1_1_9","J2COD08","J6_1","J6_2","J10","J13","J13_1","J21B","J21_1_1","J21_1_2","J21_1_3","J21_1_4","J21_1_5","J21_1_6","J21_1_7","J21_1_8","J21_1_9","J211_10","J211_12","J211_11","J21_3","J23","J24","J25","J26","J60","J66_1","J72_17","J73","J79_1_5","J791_11"
"115",23,93,1008402,1,8,4,1,1954,60,2,3,4,NA,NA,NA,8332,NA,50,22000,5,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,34000,3,NA,1,NA,NA
"116",24,93,1008402,1,8,4,1,1954,61,3,3,4,NA,NA,NA,8331,NA,70,27000,150,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,39260,3,NA,1,NA,NA
"117",25,93,1008402,1,8,4,1,1954,62,4,4,5,NA,NA,NA,8331,NA,70,9000,250,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,21400,4,NA,1,NA,NA
"118",26,93,1008402,1,8,4,1,1954,63,3,3,3,NA,NA,NA,8331,NA,63,6800,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,18800,3,NA,1,NA,NA
"119",27,93,1008402,1,8,4,1,1954,64,3,3,3,NA,NA,NA,8331,NA,48,20000,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,32700,3,NA,1,NA,NA
"120",28,93,1008402,1,NA,4,1,1954,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31700,4,NA,1,NA,NA
"121",5,95,300204,1,NA,1,2,1927,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141000,NA,NA,1,NA,NA
"122",6,95,3000204,1,NA,1,2,1927,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260000,NA,7,1,NA,NA
"123",7,95,3000204,1,NA,1,2,1927,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,1,NA,NA
"124",8,95,3000204,1,NA,1,2,1927,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,5,1,NA,NA
"125",9,95,3000204,1,NA,1,2,1927,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,3,5,1,NA,NA
"126",10,95,3000204,1,NA,1,2,1927,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,5,1,NA,NA
"127",11,95,3000204,1,NA,1,2,1927,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,2,5,1,NA,NA
"128",12,95,3000204,1,NA,1,2,1927,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,5,1,NA,NA
"129",13,95,3000204,1,NA,1,2,1927,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,3,5,1,NA,NA
"130",14,95,3000204,1,NA,1,2,1927,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,2,5,1,NA,NA
"131",15,95,30000204,1,NA,1,2,1927,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,2,5,1,NA,NA
"132",16,95,30000204,1,NA,1,2,1927,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,3,5,1,NA,NA
"133",17,95,30000204,1,NA,1,2,1927,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,2,5,1,NA,NA
"134",18,95,108404,1,NA,1,2,1927,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,2,NA,1,NA,NA
"135",19,95,1008404,1,NA,1,2,1927,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,2,NA,1,NA,NA
"136",20,95,1008404,1,NA,1,2,1927,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,2,NA,1,NA,NA
"137",21,95,1008404,1,NA,1,2,1927,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,2,NA,1,NA,NA
"138",22,95,1008404,1,NA,1,2,1927,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,2,NA,1,NA,NA
"139",23,95,1008404,1,NA,1,2,1927,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,2,NA,1,NA,NA
"140",24,95,1008404,1,NA,1,2,1927,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18450,3,NA,1,NA,NA
"141",25,95,1008404,1,NA,1,2,1927,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,2,NA,1,NA,NA
"142",26,95,1008404,1,NA,1,2,1927,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,2,NA,1,NA,NA
"143",27,95,1008404,1,NA,1,2,1927,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,2,NA,1,NA,NA
"144",28,95,1008404,1,NA,1,2,1927,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,3,NA,1,NA,NA
"145",5,108,300601,1,9,2,2,1953,41,NA,NA,NA,NA,NA,NA,9212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,NA,NA,2,NA,NA
"146",6,108,3000601,1,9,3,2,1953,42,NA,NA,NA,NA,NA,NA,9611,3,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1e+05,NA,7,2,NA,NA
"147",7,108,3000601,1,9,3,2,1953,43,NA,NA,NA,NA,NA,NA,9611,4,NA,NA,30,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1e+05,NA,7,2,NA,NA
"148",8,108,3000601,1,9,3,2,1953,45,NA,NA,NA,NA,NA,NA,9611,4,20,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,NA,2,2,NA,NA
"149",9,108,3000601,1,9,4,2,1953,47,NA,NA,NA,NA,NA,NA,9611,4,20,NA,90,1996,NA,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,1,2,2,2,150,5,2,2,NA,NA
"150",10,108,3000601,1,8,4,2,1953,48,NA,NA,NA,NA,NA,NA,8182,NA,40,700,20,1996,NA,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,700,3,2,2,NA,NA
"151",11,108,3000601,1,8,4,2,1953,49,4,4,4,NA,NA,NA,8182,NA,40,1570,50,1996,NA,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,1,2,2,2,1570,5,2,2,NA,NA
"152",12,108,3000601,1,9,3,2,1953,50,4,4,4,NA,NA,NA,9629,NA,40,1000,NA,NA,NA,1,1,1,1,2,2,2,2,2,NA,1,NA,NA,1,2,2,2,1000,4,2,2,NA,NA
"153",13,108,3000601,1,9,5,2,1953,51,3,3,4,NA,NA,NA,9611,NA,40,1400,50,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,1400,4,2,2,NA,NA
"154",14,108,3000601,1,8,3,2,1953,52,3,4,5,NA,NA,NA,8182,NA,48,700,50,NA,NA,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,1300,4,2,2,NA,NA
"155",15,108,30000601,1,8,3,2,1953,53,3,3,5,NA,NA,NA,8182,NA,40,1700,42,NA,35,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,1700,4,2,2,2,2
"156",16,108,30000601,1,9,4,2,1953,54,2,2,2,NA,NA,NA,9611,NA,40,2800,NA,NA,35,1,1,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,4300,4,2,1,NA,NA
"157",17,108,30000601,1,9,4,2,1953,55,2,2,2,NA,NA,NA,9212,NA,40,9280,400,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,13080,2,2,1,NA,NA
"158",18,108,108801,1,9,3,2,1953,56,3,3,4,4,5,3,9212,NA,48,11000,300,NA,28,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,11000,3,NA,1,1,1
"159",19,108,1008801,1,NA,4,2,1953,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,5,NA,1,NA,NA
"160",20,108,1008801,1,5,4,2,1953,58,2,2,2,NA,NA,NA,5321,NA,60,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,20700,3,NA,1,NA,NA
"161",21,108,1008801,1,5,3,2,1953,59,2,2,2,NA,NA,NA,5321,NA,48,15000,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,22500,2,NA,1,NA,NA
"162",22,108,1008801,1,5,4,2,1953,60,2,2,2,NA,NA,NA,5321,NA,48,15000,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,23800,2,NA,1,NA,NA
"163",23,108,1008801,1,5,4,2,1953,61,2,2,2,NA,NA,NA,5321,NA,60,20000,14,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,29700,3,NA,1,NA,NA
"164",24,108,1008801,1,5,4,2,1953,62,2,2,2,NA,NA,NA,5321,NA,60,20000,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,31000,3,NA,1,NA,NA
"165",25,108,1008801,1,5,4,2,1953,63,2,2,2,NA,NA,NA,5321,NA,72,22500,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,34000,2,NA,1,NA,NA
"166",26,108,1008801,1,5,4,2,1953,64,2,2,2,NA,NA,NA,5321,NA,72,30000,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,40000,3,NA,1,NA,NA
"167",27,108,1008801,1,5,5,2,1953,65,3,3,4,NA,NA,NA,5321,NA,60,19000,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,30000,5,NA,1,NA,NA
"168",28,108,1008801,1,5,4,2,1953,66,2,2,2,NA,NA,NA,5321,NA,48,28000,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,40000,3,NA,1,NA,NA
"169",5,125,400201,1,8,4,2,1963,31,NA,NA,NA,NA,NA,NA,8189,NA,NA,562000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,562000,NA,NA,2,NA,NA
"170",6,125,4000201,1,9,4,2,1963,32,NA,NA,NA,NA,NA,NA,9212,8,NA,35000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,35000,NA,7,2,NA,NA
"171",7,125,4000201,1,9,4,2,1963,33,NA,NA,NA,NA,NA,NA,9212,8,NA,1e+05,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,150000,NA,7,2,NA,NA
"172",8,125,4000201,1,9,4,2,1963,35,NA,NA,NA,NA,NA,NA,9212,7,49,470,300,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,470,NA,2,2,NA,NA
"173",9,125,4000201,1,9,4,2,1963,37,NA,NA,NA,NA,NA,NA,9212,7,49,230,25,NA,NA,1,1,1,1,1,2,2,2,2,1,NA,NA,NA,1,2,2,1,500,5,2,2,NA,NA
"174",10,125,4000201,1,8,4,2,1963,38,NA,NA,NA,NA,NA,NA,8189,NA,49,1000,25,1950,NA,1,1,1,1,1,2,2,2,2,1,NA,NA,NA,2,2,1,1,1000,5,2,2,NA,NA
"175",11,125,4000201,1,9,4,2,1963,39,2,2,2,NA,NA,NA,9321,NA,35,4500,NA,1984,NA,1,1,1,1,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,1,2,4500,3,2,2,NA,NA
"176",12,125,4000201,1,9,4,2,1963,40,3,4,4,NA,NA,NA,9321,NA,35,2000,250,NA,NA,1,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,1,1,2,2000,4,2,2,NA,NA
"177",13,125,4000201,1,9,4,2,1963,41,1,3,1,NA,NA,NA,9321,NA,35,9500,250,NA,NA,1,1,1,1,1,2,1,1,NA,NA,2,NA,2,1,1,1,2,9500,4,2,2,NA,NA
"178",14,125,4000201,1,9,4,2,1963,42,5,5,5,NA,NA,NA,9321,NA,35,1500,250,NA,NA,1,1,1,1,2,2,2,1,1,NA,1,2,2,1,1,1,2,1500,5,2,2,NA,NA
"179",15,125,40000201,1,9,3,2,1963,43,3,4,5,NA,NA,NA,9321,NA,35,12600,250,NA,28,1,NA,NA,1,1,NA,1,1,NA,NA,1,2,2,1,1,2,2,12600,4,2,2,1,3
"180",16,125,40000201,1,9,4,2,1963,44,4,5,5,NA,NA,NA,9321,NA,40,1000,250,NA,28,1,1,1,1,1,2,1,1,2,NA,1,2,2,1,1,1,2,1000,5,2,2,NA,NA
"181",17,125,40000201,1,9,4,2,1963,45,4,2,5,NA,NA,NA,9321,NA,35,8000,311,NA,28,1,1,1,2,1,2,1,1,1,NA,1,2,2,1,1,1,2,8000,4,2,2,NA,NA
"182",18,125,110801,1,9,4,2,1963,46,3,3,5,2,2,2,9321,NA,42,10000,300,NA,28,1,1,1,1,1,2,1,1,2,NA,1,2,2,1,1,1,2,10000,5,NA,2,2,3
"183",19,125,1010801,1,9,4,2,1963,47,4,4,4,NA,NA,NA,9321,NA,35,4100,300,NA,28,1,1,1,1,2,2,1,1,2,NA,1,2,2,1,1,1,2,4200,4,NA,2,NA,NA
"184",20,125,1010801,1,9,4,2,1963,48,4,4,5,NA,NA,NA,9321,NA,36,15000,350,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,19000,5,NA,2,NA,NA
"185",21,125,1010801,1,9,4,2,1963,49,3,3,3,NA,NA,NA,9321,NA,40,24000,320,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,33000,4,NA,2,NA,NA
"186",22,125,1010801,1,9,4,2,1963,50,3,3,3,NA,NA,NA,9321,NA,35,21000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,21000,5,NA,2,NA,NA
"187",23,125,1010801,1,9,4,2,1963,51,1,4,4,NA,NA,NA,9321,NA,36,24000,250,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,28000,5,NA,2,NA,NA
"188",24,125,1010801,1,9,4,2,1963,52,2,2,4,NA,NA,NA,9321,NA,40,20000,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,20000,4,NA,2,NA,NA
"189",25,125,1010801,1,9,4,2,1963,53,2,4,5,NA,NA,NA,9321,NA,36,27000,350,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,27000,4,NA,2,NA,NA
"190",26,125,1010801,1,9,4,2,1963,54,4,4,4,NA,NA,NA,9321,NA,36,36000,250,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,49300,4,NA,1,NA,NA
"191",27,125,1010801,1,NA,4,2,1963,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,5,NA,1,NA,NA
"192",28,125,1010801,1,5,4,2,1963,56,2,2,3,NA,NA,NA,5153,NA,48,20000,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,35000,5,NA,1,NA,NA
"193",5,126,400202,1,8,4,1,1969,25,NA,NA,NA,NA,NA,NA,8189,NA,NA,133800,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,420800,NA,NA,2,NA,NA
"194",6,126,4000202,1,9,4,1,1969,26,NA,NA,NA,NA,NA,NA,9212,7,NA,330000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,330000,NA,7,2,NA,NA
"195",7,126,4000202,1,8,4,1,1969,27,NA,NA,NA,NA,NA,NA,8189,8,NA,20000,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,20000,NA,7,2,NA,NA
"196",8,126,4000202,1,8,4,1,1969,29,NA,NA,NA,NA,NA,NA,8189,7,42,460,230,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,460,NA,2,2,NA,NA
"197",9,126,4000202,1,8,4,1,1969,31,NA,NA,NA,NA,NA,NA,8189,8,48,280,25,NA,NA,1,1,NA,2,1,2,2,2,2,1,NA,NA,NA,1,2,2,1,280,5,2,2,NA,NA
"198",10,126,4000202,1,8,4,1,1969,32,NA,NA,NA,NA,NA,NA,8189,NA,49,1010,25,1960,NA,1,1,1,1,1,2,2,2,2,1,NA,NA,NA,2,2,1,1,1010,5,2,2,NA,NA
"199",11,126,4000202,1,8,4,1,1969,33,3,5,5,NA,NA,NA,8189,NA,49,370,120,1918,NA,1,1,1,1,NA,2,2,2,2,1,NA,NA,NA,2,2,1,1,450,5,2,2,NA,NA
"200",12,126,4000202,1,8,4,1,1969,34,4,4,4,NA,NA,NA,8189,NA,48,4000,90,NA,NA,1,1,1,1,2,2,2,2,2,NA,1,NA,NA,2,2,1,1,4000,5,2,2,NA,NA
"201",13,126,4000202,1,9,4,1,1969,35,1,3,4,NA,NA,NA,9333,NA,48,5500,500,NA,NA,1,1,NA,1,NA,2,1,2,NA,NA,NA,NA,2,2,2,1,2,5500,4,2,2,NA,NA
"202",14,126,4000202,1,9,4,1,1969,36,2,4,2,NA,NA,NA,9333,NA,48,11000,9997,NA,NA,1,1,1,1,2,2,1,2,2,NA,2,2,2,2,2,1,2,11000,4,2,2,NA,NA
"203",15,126,40000202,1,9,4,1,1969,37,4,3,5,NA,NA,NA,9333,NA,48,7000,NA,NA,14,1,NA,NA,1,1,NA,1,1,NA,NA,2,2,2,2,2,1,2,12600,4,2,2,1,2
"204",16,126,40000202,1,8,4,1,1969,38,2,2,5,NA,NA,NA,8160,NA,48,18000,300,NA,NA,1,2,2,1,2,2,1,1,2,NA,2,2,2,2,2,1,2,18000,5,2,2,NA,NA
"205",17,126,40000202,1,8,4,1,1969,39,4,3,2,NA,NA,NA,8160,NA,48,22000,540,NA,NA,1,1,NA,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,22000,2,2,2,NA,NA
"206",18,126,110802,1,8,4,1,1969,40,3,3,4,2,2,2,8160,NA,48,20000,500,NA,NA,1,1,1,1,1,2,1,1,2,NA,2,2,2,1,2,1,2,20000,4,NA,2,2,1
"207",19,126,1010802,1,8,4,1,1969,41,4,4,4,NA,NA,NA,8160,NA,48,8000,500,NA,28,1,1,1,2,2,2,1,1,2,NA,2,2,2,2,2,1,2,8000,4,NA,2,NA,NA
"208",20,126,1010802,1,NA,4,1,1969,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"209",21,126,1010802,1,8,3,1,1969,43,4,3,4,NA,NA,NA,8189,NA,25,10000,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,10000,3,NA,2,NA,NA
"210",22,126,1010802,1,9,4,1,1969,44,3,3,3,NA,NA,NA,9212,NA,40,18000,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,18000,5,NA,2,NA,NA
"211",23,126,1010802,1,9,4,1,1969,45,1,1,1,NA,NA,NA,9333,NA,40,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20000,3,NA,2,NA,NA
"212",24,126,1010802,1,9,4,1,1969,46,3,3,3,NA,NA,NA,9333,NA,40,25000,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,25000,4,NA,2,NA,NA
"213",25,126,1010802,1,9,4,1,1969,47,1,2,2,NA,NA,NA,9333,NA,40,25000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,25000,3,NA,2,NA,NA
"214",26,126,1010802,1,9,4,1,1969,48,2,2,2,NA,NA,NA,9333,NA,40,20000,250,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,20000,3,NA,2,NA,NA
"215",27,126,1010802,1,NA,4,1,1969,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,2,NA,NA
"216",28,126,1010802,1,5,4,1,1969,50,4,4,4,NA,NA,NA,5419,NA,72,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,20000,5,NA,2,NA,NA
"217",5,128,400204,1,NA,NA,2,1983,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",6,128,4000204,1,NA,NA,2,1983,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",7,128,4000204,1,NA,NA,2,1983,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",8,128,4000204,1,NA,2,2,1983,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA
"221",9,128,4000204,1,NA,4,2,1983,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,NA,NA
"222",10,128,4000204,1,NA,3,2,1983,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,NA,NA
"223",11,128,4000204,1,NA,4,2,1983,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,2,1,2,NA,NA
"224",12,128,4000204,1,NA,4,2,1983,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,5,3,2,NA,NA
"225",13,128,4000204,1,NA,4,2,1983,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,2,NA,NA
"226",14,128,4005204,0,9,4,2,1983,21,1,1,1,NA,NA,NA,9321,NA,12,13000,9997,NA,NA,1,1,1,1,2,2,1,1,2,NA,1,2,2,1,1,1,2,13000,2,3,2,NA,NA
"227",15,128,40005204,0,9,4,2,1983,22,4,5,2,NA,NA,NA,9321,NA,15,15000,280,NA,24,1,1,1,1,NA,1,1,1,1,NA,1,2,2,1,1,1,2,16300,5,3,2,1,2
"228",16,128,40005204,0,9,4,2,1983,23,2,2,3,NA,NA,NA,9321,NA,15,13000,280,NA,28,1,1,1,2,1,2,1,1,1,NA,1,2,2,1,1,1,2,13500,3,3,2,NA,NA
